1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
1.00000 1.01009 1.00785 1.00655 1.00582 1.00530 1.00485 1.00442 1.00398 1.00355 1.00312 1.00268 1.00225 1.00181 1.00137 1.00093 1.00049 1.00004 0.99958 0.99912 0.99865 0.99817 0.99769 0.99720 0.99671 0.99623 0.99575 0.99527 0.99479 0.99428 0.99358 0.99236 0.99026 1.00000
1.00000 1.00825 1.00498 1.00335 1.00263 1.00229 1.00207 1.00187 1.00169 1.00150 1.00132 1.00113 1.00095 1.00077 1.00060 1.00042 1.00024 1.00006 0.99988 0.99968 0.99948 0.99926 0.99903 0.99879 0.99854 0.99829 0.99805 0.99780 0.99756 0.99725 0.99665 0.99515 0.99205 1.00000
1.00000 1.00743 1.00370 1.00190 1.00119 1.00093 1.00081 1.00073 1.00065 1.00057 1.00050 1.00042 1.00034 1.00027 1.00020 1.00013 1.00006 0.99999 0.99991 0.99984 0.99975 0.99966 0.99956 0.99945 0.99934 0.99923 0.99911 0.99900 0.99889 0.99871 0.99818 0.99655 0.99292 1.00000
1.00000 1.00716 1.00326 1.00142 1.00072 1.00049 1.00041 1.00036 1.00032 1.00028 1.00024 1.00020 1.00015 1.00011 1.00007 1.00003 0.99999 0.99995 0.99991 0.99987 0.99983 0.99979 0.99974 0.99969 0.99964 0.99958 0.99954 0.99949 0.99944 0.99932 0.99881 0.99712 0.99326 1.00000
1.00000 1.00708 1.00314 1.00129 1.00060 1.00038 1.00031 1.00027 1.00024 1.00021 1.00018 1.00015 1.00011 1.00007 1.00004 1.00000 0.99998 0.99996 0.99996 0.99994 0.99991 0.99987 0.99982 0.99978 0.99974 0.99971 0.99969 0.99967 0.99964 0.99954 0.99905 0.99732 0.99337 1.00000
1.00000 1.00707 1.00311 1.00125 1.00057 1.00036 1.00029 1.00026 1.00023 1.00020 1.00017 1.00014 1.00010 1.00007 1.00004 1.00003 1.00007 1.00020 1.00035 1.00041 1.00034 1.00018 1.00002 0.99990 0.99981 0.99977 0.99974 0.99973 0.99971 0.99962 0.99912 0.99738 0.99338 1.00000
1.00000 1.00707 1.00310 1.00124 1.00056 1.00036 1.00029 1.00026 1.00023 1.00021 1.00017 1.00014 1.00010 1.00008 1.00009 1.00028 1.00087 1.00194 1.00294 1.00321 1.00270 1.00180 1.00097 1.00040 1.00005 0.99987 0.99979 0.99976 0.99974 0.99964 0.99913 0.99737 0.99336 1.00000
1.00000 1.00707 1.00308 1.00123 1.00056 1.00036 1.00030 1.00026 1.00024 1.00021 1.00017 1.00014 1.00012 1.00016 1.00054 1.00209 1.00607 1.01190 1.01617 1.01648 1.01346 1.00904 1.00515 1.00252 1.00101 1.00024 0.99991 0.99980 0.99975 0.99964 0.99911 0.99732 0.99332 1.00000
1.00000 1.00707 1.00306 1.00121 1.00056 1.00036 1.00030 1.00027 1.00024 1.00021 1.00018 1.00015 1.00021 1.00074 1.00343 1.01257 1.03200 1.05464 1.06697 1.06448 1.05174 1.03521 1.02047 1.01019 1.00451 1.00181 1.00054 0.99999 0.99980 0.99964 0.99907 0.99726 0.99326 1.00000
1.00000 1.00707 1.00305 1.00120 1.00055 1.00036 1.00030 1.00027 1.00024 1.00021 1.00018 1.00023 1.00077 1.00402 1.01794 1.05811 1.12603 1.18582 1.20545 1.18800 1.15049 1.10636 1.06547 1.03346 1.01374 1.00442 1.00112 1.00022 0.99990 0.99965 0.99901 0.99716 0.99319 1.00000
1.00000 1.00707 1.00303 1.00118 1.00054 1.00036 1.00030 1.00027 1.00024 1.00021 1.00023 1.00062 1.00342 1.01800 1.07203 1.19856 1.36043 1.45480 1.45005 1.39197 1.31752 1.23808 1.16110 1.09405 1.04572 1.01867 1.00645 1.00163 1.00014 0.99965 0.99893 0.99704 0.99310 1.00000
1.00000 1.00707 1.00301 1.00117 1.00054 1.00036 1.00031 1.00028 1.00025 1.00023 1.00042 1.00209 1.01255 1.06056 1.20944 1.48038 1.72129 1.76811 1.67949 1.58160 1.48707 1.37365 1.25445 1.15086 1.07703 1.03312 1.01168 1.00359 1.00094 0.99988 0.99889 0.99690 0.99300 1.00000
1.00000 1.00706 1.00300 1.00116 1.00053 1.00036 1.00031 1.00028 1.00025 1.00029 1.00094 1.00584 1.03307 1.14031 1.40908 1.77755 1.97965 1.91547 1.78138 1.69024 1.57572 1.41892 1.27213 1.16067 1.08505 1.03897 1.01666 1.00665 1.00215 1.00026 0.99888 0.99676 0.99290 1.00000
1.00000 1.00706 1.00298 1.00114 1.00053 1.00036 1.00031 1.00028 1.00026 1.00039 1.00180 1.01112 1.05607 1.20431 1.51021 1.86556 2.03597 1.96550 1.83491 1.73700 1.59464 1.40508 1.24936 1.14546 1.07763 1.03808 1.01766 1.00693 1.00281 1.00039 0.99879 0.99661 0.99281 1.00000
1.00000 1.00706 1.00297 1.00114 1.00052 1.00036 1.00031 1.00028 1.00027 1.00050 1.00251 1.01463 1.06727 1.22496 1.53164 1.88400 2.05748 1.98805 1.85507 1.75415 1.59548 1.38269 1.21939 1.11893 1.05629 1.02515 1.00837 1.00182 1.00170 1.00058 0.99871 0.99649 0.99275 1.00000
1.00000 1.00706 1.00297 1.00113 1.00052 1.00035 1.00030 1.00027 1.00027 1.00056 1.00292 1.01661 1.07367 1.23827 1.54867 1.89683 2.06493 1.99544 1.86332 1.76035 1.59315 1.36728 1.19627 1.09383 1.03268 1.00734 0.99486 0.99428 0.99941 1.00127 0.99868 0.99643 0.99271 1.00000
1.00000 1.00706 1.00297 1.00113 1.00052 1.00035 1.00030 1.00027 1.00027 1.00055 1.00292 1.01661 1.07366 1.23827 1.54867 1.89683 2.06493 1.99544 1.86332 1.76035 1.59315 1.36728 1.19627 1.09383 1.03268 1.00734 0.99486 0.99428 0.99941 1.00126 0.99868 0.99643 0.99271 1.00000
1.00000 1.00706 1.00297 1.00113 1.00052 1.00035 1.00030 1.00027 1.00026 1.00049 1.00250 1.01462 1.06727 1.22495 1.53163 1.88399 2.05748 1.98805 1.85507 1.75415 1.59549 1.38269 1.21939 1.11893 1.05629 1.02515 1.00836 1.00181 1.00169 1.00057 0.99870 0.99649 0.99274 1.00000
1.00000 1.00706 1.00298 1.00114 1.00052 1.00035 1.00030 1.00026 1.00025 1.00038 1.00179 1.01111 1.05606 1.20428 1.51018 1.86554 2.03596 1.96550 1.83491 1.73699 1.59464 1.40509 1.24937 1.14546 1.07763 1.03808 1.01766 1.00693 1.00280 1.00038 0.99878 0.99660 0.99280 1.00000
1.00000 1.00706 1.00299 1.00114 1.00052 1.00035 1.00029 1.00026 1.00024 1.00028 1.00093 1.00583 1.03305 1.14028 1.40903 1.77750 1.97963 1.91547 1.78138 1.69024 1.57572 1.41893 1.27213 1.16068 1.08506 1.03898 1.01667 1.00665 1.00215 1.00025 0.99886 0.99675 0.99289 1.00000
1.00000 1.00706 1.00300 1.00116 1.00052 1.00034 1.00029 1.00026 1.00023 1.00022 1.00040 1.00208 1.01253 1.06054 1.20939 1.48031 1.72123 1.76808 1.67948 1.58159 1.48707 1.37365 1.25446 1.15087 1.07704 1.03313 1.01169 1.00359 1.00093 0.99987 0.99888 0.99689 0.99299 1.00000
1.00000 1.00706 1.00302 1.00117 1.00053 1.00034 1.00029 1.00025 1.00022 1.00019 1.00021 1.00060 1.00340 1.01798 1.07200 1.19851 1.36037 1.45475 1.45002 1.39195 1.31751 1.23808 1.16111 1.09406 1.04574 1.01869 1.00646 1.00164 1.00014 0.99964 0.99892 0.99703 0.99309 1.00000
1.00000 1.00706 1.00303 1.00118 1.00053 1.00034 1.00028 1.00025 1.00022 1.00019 1.00016 1.00021 1.00075 1.00400 1.01793 1.05808 1.12600 1.18579 1.20542 1.18799 1.15049 1.10637 1.06548 1.03348 1.01377 1.00444 1.00114 1.00023 0.99990 0.99964 0.99901 0.99715 0.99318 1.00000
1.00000 1.00706 1.00305 1.00119 1.00054 1.00034 1.00028 1.00025 1.00022 1.00019 1.00016 1.00013 1.00019 1.00073 1.00342 1.01257 1.03199 1.05463 1.06696 1.06448 1.05174 1.03522 1.02049 1.01021 1.00453 1.00183 1.00056 1.00000 0.99980 0.99964 0.99906 0.99725 0.99326 1.00000
1.00000 1.00706 1.00306 1.00121 1.00054 1.00034 1.00027 1.00024 1.00022 1.00019 1.00016 1.00012 1.00010 1.00015 1.00053 1.00209 1.00607 1.01190 1.01618 1.01649 1.01347 1.00906 1.00517 1.00255 1.00104 1.00027 0.99993 0.99981 0.99976 0.99964 0.99911 0.99732 0.99332 1.00000
1.00000 1.00706 1.00308 1.00122 1.00054 1.00034 1.00027 1.00024 1.00021 1.00019 1.00016 1.00012 1.00009 1.00007 1.00009 1.00028 1.00087 1.00195 1.00296 1.00323 1.00272 1.00183 1.00100 1.00043 1.00008 0.99990 0.99981 0.99977 0.99975 0.99964 0.99913 0.99736 0.99336 1.00000
1.00000 1.00706 1.00309 1.00123 1.00055 1.00034 1.00027 1.00024 1.00021 1.00018 1.00016 1.00012 1.00009 1.00006 1.00004 1.00003 1.00008 1.00021 1.00037 1.00044 1.00037 1.00021 1.00005 0.99993 0.99985 0.99979 0.99976 0.99975 0.99972 0.99963 0.99912 0.99738 0.99338 1.00000
1.00000 1.00707 1.00313 1.00127 1.00058 1.00036 1.00029 1.00025 1.00022 1.00019 1.00016 1.00013 1.00010 1.00007 1.00004 1.00001 0.99999 0.99998 0.99998 0.99997 0.99994 0.99990 0.99985 0.99981 0.99977 0.99974 0.99971 0.99969 0.99966 0.99956 0.99906 0.99733 0.99337 1.00000
1.00000 1.00714 1.00324 1.00139 1.00069 1.00046 1.00038 1.00034 1.00030 1.00026 1.00022 1.00018 1.00014 1.00010 1.00006 1.00003 0.99999 0.99996 0.99993 0.99990 0.99986 0.99982 0.99977 0.99972 0.99967 0.99962 0.99957 0.99952 0.99946 0.99934 0.99883 0.99713 0.99326 1.00000
1.00000 1.00741 1.00367 1.00187 1.00116 1.00090 1.00078 1.00070 1.00062 1.00055 1.00047 1.00040 1.00033 1.00026 1.00019 1.00013 1.00006 1.00000 0.99993 0.99986 0.99978 0.99969 0.99960 0.99949 0.99938 0.99926 0.99915 0.99904 0.99893 0.99874 0.99820 0.99657 0.99293 1.00000
1.00000 1.00822 1.00494 1.00330 1.00258 1.00224 1.00202 1.00183 1.00165 1.00146 1.00128 1.00111 1.00093 1.00076 1.00059 1.00042 1.00025 1.00008 0.99990 0.99971 0.99951 0.99930 0.99907 0.99883 0.99859 0.99834 0.99810 0.99785 0.99761 0.99730 0.99669 0.99519 0.99207 1.00000
1.00000 1.01005 1.00778 1.00649 1.00575 1.00523 1.00479 1.00436 1.00394 1.00351 1.00309 1.00266 1.00223 1.00181 1.00138 1.00095 1.00051 1.00007 0.99962 0.99917 0.99870 0.99823 0.99775 0.99726 0.99677 0.99629 0.99580 0.99532 0.99484 0.99432 0.99362 0.99240 0.99028 1.00000
1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
