-39 84 -87
-56 84 -77
-71 84 -64
-82 84 -48
-90 84 -30
-94 84 -10
-94 84 9
-90 84 29
-82 84 47
-71 84 63
-56 84 76
-39 84 86
-20 84 92
-1 84 94
15 102 73
30 102 68
43 102 60
55 102 49
64 102 37
70 102 23
74 102 7
74 102 -8
70 102 -24
64 102 -38
55 102 -50
43 102 -61
30 102 -69
15 102 -74
0 102 -75
-16 102 -74
-31 102 -69
-44 102 -61
-56 102 -50
-65 102 -38
-71 102 -24
-75 102 -8
-75 102 7
-71 102 23
-65 102 37
-56 102 49
-44 102 60
-31 102 68
-16 102 73
-1 102 74
10 116 50
21 116 47
30 116 41
38 116 34
44 116 25
49 116 15
51 116 5
51 116 -6
49 116 -16
44 116 -26
38 116 -35
30 116 -42
21 116 -48
10 116 -51
0 116 -52
-11 116 -51
-22 116 -48
-31 116 -42
-39 116 -35
-45 116 -26
-50 116 -16
-52 116 -6
-52 116 5
-50 116 15
-45 116 25
-39 116 34
-31 116 41
-22 116 47
-11 116 50
-1 116 51
5 124 25
10 124 24
15 124 21
19 124 17
22 124 13
25 124 8
26 124 2
26 124 -3
25 124 -9
22 124 -14
19 124 -18
15 124 -22
10 124 -25
5 124 -26
0 124 -27
-6 124 -26
-11 124 -25
-16 124 -22
-20 124 -18
-23 124 -14
-26 124 -9
-27 124 -3
-27 124 2
-26 124 8
-23 124 13
-20 124 17
-16 124 21
-11 124 24
-6 124 25
-1 124 26
0 127 0
