0.04745610 0.00774976 0.00671402
0.04764920 0.00771341 0.00711655
0.04681280 0.00784432 0.00536737
0.04676200 0.00784425 0.00525942
0.04669320 0.00784099 0.00511251
0.04656470 0.00761509 0.00478846
0.04654710 0.00758437 0.00474429
0.04642560 0.00718348 0.00439643
0.04639050 0.00706995 0.00429643
0.04628170 0.00607561 0.00384311
0.04621550 0.00549328 0.00357221
0.04615640 0.00421748 0.00316135
0.04608510 0.00276459 0.00268506
0.04608720 0.00186518 0.00248846
0.04608920 0.00000001 0.00207614
0.04511280 0.00000001 0.00000000
0.04412690 -0.00937947 0.00000000
0.04384990 0.00000001 -0.00244781
0.04289160 -0.00911689 -0.00244781
0.04219770 0.00000001 -0.00491998
0.04127570 -0.00877341 -0.00491998
0.04004640 0.00000001 -0.00727036
0.03917130 -0.00832612 -0.00727036
0.03759400 0.00000001 -0.00935283
0.03677240 -0.00781623 -0.00935283
0.03470190 0.00000001 -0.01102120
0.03394350 -0.00721491 -0.01102120
0.03159710 0.00000001 -0.01212940
0.03090660 -0.00656941 -0.01212940
0.03007520 0.00000000 -0.01253130
0.02941790 -0.00625298 -0.01253130
-0.03007520 -0.00000000 -0.01253130
0.02747510 -0.01223270 -0.01253130
0.02433130 -0.01767770 -0.01253130
0.02556270 -0.01857230 -0.01212940
0.02114260 -0.02348120 -0.01212940
0.02322010 -0.02578850 -0.01102120
0.01735090 -0.03005260 -0.01102120
0.01879700 -0.03255740 -0.00935283
0.01161720 -0.03575400 -0.00935283
0.01237500 -0.03808630 -0.00727036
0.00418599 -0.03982710 -0.00727036
0.00441088 -0.04196670 -0.00491998
-0.00441086 -0.04196670 -0.00491998
-0.00458356 -0.04360960 -0.00244781
-0.01355040 -0.04170360 -0.00244781
-0.01394060 -0.04290480 0.00000000
-0.02255640 -0.03906880 0.00000000
-0.02423000 -0.04196750 0.00711655
-0.03242610 -0.03601280 0.00711655
-0.03439810 -0.03820300 0.01608960
-0.04158920 -0.03021640 0.01608960
-0.04257980 -0.03093610 0.02506270
-0.04808130 -0.02140710 0.02506270
-0.04804260 -0.02139000 0.03132830
-0.05144010 -0.01093390 0.03132830
-0.05104560 -0.01085010 0.03759400
