-1.106 9.073 3.844
-0.352 11.070 0.440
1.028 9.209 3.760
0.137 10.730 -0.563
2.010 5.887 4.503
0.078 6.794 5.232
-0.727 3.839 3.741
-2.789 5.070 3.179
-0.918 3.279 2.402
1.445 3.394 2.139
-3.114 5.285 1.498
-1.317 8.385 -1.269
-0.854 5.036 -1.319
-0.935 0.616 5.347
-0.818 3.235 2.622
0.487 -0.224 5.529
3.193 1.633 2.756
3.213 -2.568 1.145
-2.250 2.767 1.208
0.323 3.323 0.834
1.354 1.105 -1.725
0.189 -5.785 1.133
-3.637 0.333 2.696
-3.706 -0.545 0.894
-0.433 -4.095 -0.874
-2.994 0.902 -0.486
0.125 -1.510 -2.079
2.856 -1.187 -0.746
2.320 8.130 3.733
2.031 9.095 3.721
2.819 8.537 3.567
1.994 9.711 2.581
2.640 9.542 2.491
3.187 8.375 2.528
1.628 7.518 2.491
1.620 8.274 3.721
0.987 8.914 2.471
1.552 9.414 2.106
2.657 8.918 1.774
-1.805 8.130 3.733
-2.094 9.095 3.721
-1.306 8.537 3.567
-2.131 9.711 2.581
-1.485 9.542 2.491
-0.938 8.375 2.528
-2.497 7.518 2.491
-2.505 8.274 3.721
-3.138 8.914 2.471
-2.573 9.414 2.106
-1.469 8.918 1.774
1.549 6.803 3.638
1.355 6.700 3.638
1.424 6.883 5.126
1.615 6.981 5.083
1.169 6.815 3.638
1.237 6.997 5.115
1.176 7.035 3.638
1.241 7.210 5.061
1.369 7.138 3.638
1.433 7.308 5.018
1.556 7.023 3.638
1.620 7.194 5.029
1.625 7.421 6.512
1.811 7.504 6.429
1.437 7.531 6.490
1.434 7.724 6.386
1.619 7.807 6.304
1.808 7.697 6.326
1.945 8.276 7.702
2.121 8.335 7.585
1.754 8.380 7.672
1.740 8.542 7.525
1.916 8.601 7.408
2.107 8.497 7.439
2.362 9.391 8.615
2.526 9.417 8.473
2.168 9.487 8.578
2.138 9.608 8.398
2.303 9.635 8.255
2.497 9.539 8.293
2.847 10.690 9.189
2.998 10.680 9.030
2.649 10.780 9.148
2.603 10.850 8.947
2.753 10.840 8.788
2.950 10.750 8.830
3.368 12.080 9.385
3.503 12.030 9.220
3.167 12.160 9.342
3.101 12.180 9.134
3.236 12.130 8.970
3.438 12.060 9.013
3.889 13.480 9.189
4.010 13.390 9.030
3.684 13.540 9.148
3.599 13.510 8.947
3.719 13.420 8.788
3.925 13.360 8.830
4.374 14.770 8.615
4.481 14.650 8.473
4.165 14.830 8.578
4.063 14.760 8.398
4.170 14.630 8.255
4.379 14.570 8.293
4.791 15.890 7.702
4.886 15.730 7.585
4.579 15.940 7.672
4.462 15.820 7.525
4.556 15.660 7.408
4.769 15.620 7.439
5.111 16.740 6.512
5.196 16.560 6.429
4.896 16.780 6.490
4.768 16.640 6.386
4.853 16.460 6.304
5.068 16.420 6.326
-1.141 6.883 5.126
-1.072 6.700 3.638
-1.266 6.803 3.638
-1.332 6.981 5.083
-0.954 6.997 5.115
-0.886 6.815 3.638
-0.959 7.210 5.061
-0.893 7.035 3.638
-1.150 7.308 5.018
-1.086 7.138 3.638
-1.337 7.194 5.029
-1.272 7.023 3.638
-1.342 7.421 6.512
-1.528 7.504 6.429
-1.154 7.531 6.490
-1.151 7.724 6.386
-1.336 7.807 6.304
-1.525 7.697 6.326
-1.662 8.276 7.702
-1.838 8.335 7.585
-1.471 8.380 7.672
-1.457 8.542 7.525
-1.633 8.601 7.408
-1.824 8.497 7.439
-2.079 9.391 8.615
-2.243 9.417 8.473
-1.885 9.487 8.578
-1.855 9.608 8.398
-2.020 9.635 8.255
-2.214 9.539 8.293
-2.564 10.690 9.189
-2.715 10.680 9.030
-2.366 10.780 9.148
-2.320 10.850 8.947
-2.470 10.840 8.788
-2.667 10.750 8.830
-3.085 12.080 9.385
-3.220 12.030 9.220
-2.884 12.160 9.342
-2.818 12.180 9.134
-2.953 12.130 8.970
-3.155 12.060 9.013
-3.606 13.480 9.189
-3.726 13.390 9.030
-3.400 13.540 9.148
-3.316 13.510 8.947
-3.437 13.420 8.788
-3.642 13.360 8.830
-4.091 14.770 8.615
-4.198 14.650 8.473
-3.882 14.830 8.578
-3.780 14.760 8.398
-3.887 14.630 8.255
-4.096 14.570 8.293
-4.508 15.890 7.702
-4.603 15.730 7.585
-4.296 15.940 7.672
-4.179 15.820 7.525
-4.273 15.660 7.408
-4.485 15.620 7.439
-4.828 16.740 6.512
-4.913 16.560 6.429
-4.613 16.780 6.490
-4.484 16.640 6.386
-4.570 16.460 6.304
-4.784 16.420 6.326
-1.519 2.989 -2.270
-1.987 3.408 -1.082
-2.709 3.536 -1.989
-1.513 2.974 -2.259
-2.524 2.471 -1.536
-4.318 4.187 -0.393
-4.692 3.123 -0.620
-6.274 4.173 0.923
-5.533 4.043 1.852
-6.084 3.082 1.387
-6.844 4.015 2.279
-6.830 4.012 1.957
-6.886 3.737 2.118
-7.536 4.658 1.346
-7.229 4.298 0.968
-8.053 3.821 1.724
-7.747 3.460 1.346
-9.085 5.078 -0.198
-9.347 3.597 -0.198
-8.702 4.247 -0.739
-10.910 5.154 -1.528
-10.390 4.847 -2.110
-11.080 4.148 -1.528
-10.490 4.260 -2.110
-11.580 4.768 -2.509
-11.570 4.760 -2.523
-11.590 4.742 -2.509
-11.570 4.744 -2.523
-12.390 5.269 -3.546
-11.930 5.034 -3.852
-12.520 4.548 -3.546
-12.870 5.622 -4.803
-12.580 4.606 -5.090
-13.490 4.767 -4.516
-13.110 5.380 -6.264
-14.780 5.643 -6.803
-14.490 4.622 -7.092
-15.350 5.637 -8.042
-14.730 5.528 -8.430
-15.150 4.950 -8.236
-15.780 5.503 -9.378
-15.770 5.497 -9.385
-15.780 5.495 -9.375
-15.780 5.486 -9.378
-15.770 5.484 -9.383
-1.522 -1.240 -2.262
-1.519 -1.231 -2.258
-1.522 -1.222 -2.262
-1.529 -1.222 -2.270
-1.529 -1.240 -2.270
-2.061 -0.891 -1.082
-2.428 -1.907 -1.536
-3.082 -0.552 -0.496
-3.082 -1.910 -0.496
-3.759 -1.628 -1.333
-5.567 -0.832 0.126
-5.665 -0.882 1.852
-6.417 -0.882 0.923
-6.041 -1.924 1.387
-6.950 -1.137 2.279
-6.937 -1.326 1.957
-6.943 -1.418 2.118
-7.378 -0.925 0.968
-8.108 -0.925 1.724
-7.743 -1.840 1.346
-8.797 -0.605 0.837
-9.793 -1.611 0.269
-8.891 -1.611 -0.665
-10.590 -0.933 -2.110
-10.570 -0.868 -0.523
-11.300 -0.933 -1.375
-10.940 -1.823 -1.742
-11.750 -1.223 -2.506
-11.730 -1.223 -2.523
-11.740 -1.247 -2.514
-12.760 -1.017 -3.466
-12.140 -1.017 -3.852
-12.450 -1.656 -3.659
-13.160 -0.600 -4.803
-12.700 -1.550 -5.090
-13.620 -1.550 -4.516
-13.360 -0.881 -6.264
-15.050 -0.911 -6.803
-14.580 -1.866 -7.092
-15.600 -1.016 -8.042
-14.980 -1.016 -8.430
-15.290 -1.658 -8.236
-16.010 -1.222 -9.378
-15.990 -1.226 -9.385
-16.010 -1.231 -9.375
-16.010 -1.240 -9.378
-16.000 -1.240 -9.383
-1.522 -4.918 -2.270
-2.105 -4.684 -1.082
-2.827 -4.812 -1.989
-1.513 -4.935 -2.262
-2.290 -5.749 -1.536
-4.562 -4.750 -0.393
-4.550 -5.878 -0.620
-6.395 -5.432 0.923
-5.655 -5.302 1.852
-5.844 -6.393 1.387
-6.877 -5.776 2.279
-6.863 -5.773 1.957
-6.821 -6.051 2.118
-7.747 -5.408 1.346
-7.335 -5.641 0.968
-7.947 -6.372 1.724
-7.536 -6.605 1.346
-9.347 -5.543 -0.198
-9.085 -7.025 -0.198
-8.702 -6.193 -0.739
-11.080 -6.095 -1.528
-10.490 -6.206 -2.110
-10.910 -7.101 -1.528
-10.390 -6.794 -2.110
-11.590 -6.689 -2.509
-11.570 -6.691 -2.523
-11.580 -6.715 -2.509
-11.570 -6.707 -2.523
-12.520 -6.495 -3.546
-12.010 -6.559 -3.852
-12.390 -7.217 -3.546
-13.090 -6.326 -4.803
-12.470 -7.180 -5.090
-13.380 -7.341 -4.516
-13.240 -6.637 -6.264
-14.890 -6.960 -6.803
-14.270 -7.819 -7.092
-15.420 -7.159 -8.042
-14.800 -7.051 -8.430
-15.000 -7.738 -8.236
-15.780 -7.432 -9.378
-15.770 -7.434 -9.385
-15.780 -7.442 -9.375
-15.780 -7.450 -9.378
-15.770 -7.448 -9.383
1.522 -4.918 -2.270
1.511 -4.926 -2.258
1.513 -4.935 -2.262
2.828 -4.812 -1.989
2.105 -4.684 -1.082
2.290 -5.749 -1.536
4.550 -5.878 -0.620
4.562 -4.750 -0.393
6.395 -5.432 0.923
5.655 -5.302 1.852
5.844 -6.393 1.387
6.877 -5.776 2.279
6.863 -5.773 1.957
6.821 -6.051 2.118
7.335 -5.641 0.968
7.747 -5.408 1.346
7.947 -6.372 1.724
7.536 -6.605 1.346
9.347 -5.543 -0.198
9.086 -7.025 -0.198
8.702 -6.193 -0.739
11.080 -6.095 -1.528
10.490 -6.206 -2.110
10.910 -7.101 -1.528
10.390 -6.794 -2.110
