-0.02813 -0.02813 -0.02828 -0.02863 -0.02917 -0.02985 -0.03062 -0.03146 -0.03232 -0.03318 -0.03401 -0.03478 -0.03549 -0.03612 -0.03665 -0.03707 -0.03738 -0.03757 -0.03763 -0.03757 -0.03738 -0.03705 -0.03660 -0.03602 -0.03532 -0.03449 -0.03354 -0.03248 -0.03132 -0.03004 -0.02867 -0.02721 -0.02566 -0.02404 -0.02234 -0.02059 -0.01878 -0.01693 -0.01504 -0.01313 -0.01120 -0.00926 -0.00733 -0.00541 -0.00352 -0.00165 0.00016 0.00192 0.00362 0.00525 0.00679 0.00824 0.00958 0.01082 0.01194 0.01294 0.01382 0.01455 0.01515 0.01561 0.01593 0.01610 0.01614 0.01603 0.01580 0.01543 0.01494 0.01435 0.01366 0.01289 0.01205 0.01117 0.01027 0.00937 0.00852 0.00774 0.00707 0.00654 0.00621 0.00608 0.00608
-0.02813 -0.02813 -0.02828 -0.02863 -0.02917 -0.02985 -0.03062 -0.03146 -0.03232 -0.03318 -0.03401 -0.03478 -0.03549 -0.03612 -0.03665 -0.03707 -0.03738 -0.03757 -0.03763 -0.03757 -0.03738 -0.03705 -0.03660 -0.03602 -0.03532 -0.03449 -0.03354 -0.03248 -0.03132 -0.03004 -0.02867 -0.02721 -0.02566 -0.02404 -0.02234 -0.02059 -0.01878 -0.01693 -0.01504 -0.01313 -0.01120 -0.00926 -0.00733 -0.00541 -0.00352 -0.00165 0.00016 0.00192 0.00362 0.00525 0.00679 0.00824 0.00958 0.01082 0.01194 0.01294 0.01382 0.01455 0.01515 0.01561 0.01593 0.01610 0.01614 0.01603 0.01580 0.01543 0.01494 0.01435 0.01366 0.01289 0.01205 0.01117 0.01027 0.00937 0.00852 0.00774 0.00707 0.00654 0.00621 0.00608 0.00608
-0.02798 -0.02798 -0.02813 -0.02845 -0.02893 -0.02951 -0.03019 -0.03091 -0.03166 -0.03241 -0.03314 -0.03382 -0.03444 -0.03499 -0.03545 -0.03581 -0.03607 -0.03623 -0.03626 -0.03618 -0.03598 -0.03566 -0.03523 -0.03467 -0.03399 -0.03321 -0.03231 -0.03130 -0.03019 -0.02899 -0.02769 -0.02630 -0.02484 -0.02331 -0.02170 -0.02005 -0.01834 -0.01659 -0.01481 -0.01300 -0.01118 -0.00935 -0.00753 -0.00571 -0.00393 -0.00217 -0.00046 0.00121 0.00281 0.00434 0.00580 0.00717 0.00844 0.00961 0.01067 0.01162 0.01245 0.01316 0.01373 0.01418 0.01449 0.01468 0.01473 0.01466 0.01446 0.01415 0.01373 0.01321 0.01261 0.01193 0.01120 0.01043 0.00964 0.00886 0.00812 0.00743 0.00685 0.00639 0.00608 0.00595 0.00595
-0.02762 -0.02762 -0.02780 -0.02813 -0.02858 -0.02912 -0.02974 -0.03040 -0.03108 -0.03176 -0.03241 -0.03303 -0.03359 -0.03408 -0.03449 -0.03481 -0.03503 -0.03516 -0.03518 -0.03508 -0.03488 -0.03456 -0.03414 -0.03360 -0.03295 -0.03219 -0.03133 -0.03036 -0.02930 -0.02815 -0.02691 -0.02559 -0.02419 -0.02273 -0.02120 -0.01962 -0.01799 -0.01632 -0.01462 -0.01290 -0.01117 -0.00942 -0.00769 -0.00596 -0.00426 -0.00258 -0.00095 0.00064 0.00216 0.00363 0.00501 0.00632 0.00754 0.00866 0.00967 0.01058 0.01138 0.01206 0.01261 0.01305 0.01336 0.01355 0.01362 0.01357 0.01341 0.01314 0.01276 0.01230 0.01176 0.01114 0.01048 0.00978 0.00907 0.00836 0.00768 0.00706 0.00651 0.00607 0.00576 0.00561 0.00561
-0.02708 -0.02708 -0.02733 -0.02768 -0.02813 -0.02866 -0.02925 -0.02986 -0.03049 -0.03112 -0.03172 -0.03228 -0.03279 -0.03323 -0.03360 -0.03388 -0.03408 -0.03418 -0.03418 -0.03408 -0.03387 -0.03356 -0.03314 -0.03262 -0.03199 -0.03126 -0.03043 -0.02951 -0.02849 -0.02739 -0.02620 -0.02494 -0.02361 -0.02221 -0.02075 -0.01924 -0.01768 -0.01609 -0.01447 -0.01282 -0.01116 -0.00950 -0.00784 -0.00619 -0.00456 -0.00297 -0.00140 0.00011 0.00157 0.00297 0.00430 0.00554 0.00671 0.00778 0.00876 0.00963 0.01040 0.01105 0.01160 0.01202 0.01233 0.01253 0.01261 0.01258 0.01244 0.01220 0.01187 0.01145 0.01095 0.01040 0.00979 0.00915 0.00849 0.00783 0.00719 0.00660 0.00608 0.00563 0.00530 0.00509 0.00509
-0.02640 -0.02640 -0.02673 -0.02713 -0.02761 -0.02814 -0.02872 -0.02931 -0.02991 -0.03050 -0.03106 -0.03158 -0.03205 -0.03246 -0.03279 -0.03305 -0.03322 -0.03331 -0.03329 -0.03318 -0.03297 -0.03266 -0.03226 -0.03175 -0.03114 -0.03044 -0.02964 -0.02875 -0.02777 -0.02672 -0.02558 -0.02437 -0.02309 -0.02175 -0.02035 -0.01890 -0.01741 -0.01589 -0.01433 -0.01276 -0.01117 -0.00957 -0.00798 -0.00640 -0.00484 -0.00331 -0.00182 -0.00036 0.00104 0.00238 0.00365 0.00485 0.00597 0.00701 0.00795 0.00879 0.00953 0.01017 0.01069 0.01111 0.01142 0.01162 0.01171 0.01169 0.01157 0.01136 0.01106 0.01067 0.01021 0.00970 0.00913 0.00852 0.00790 0.00728 0.00666 0.00608 0.00555 0.00509 0.00471 0.00441 0.00441
-0.02561 -0.02561 -0.02605 -0.02651 -0.02703 -0.02759 -0.02817 -0.02876 -0.02934 -0.02991 -0.03044 -0.03094 -0.03138 -0.03176 -0.03207 -0.03231 -0.03246 -0.03253 -0.03250 -0.03239 -0.03218 -0.03187 -0.03147 -0.03098 -0.03039 -0.02971 -0.02894 -0.02808 -0.02714 -0.02612 -0.02503 -0.02387 -0.02264 -0.02135 -0.02000 -0.01861 -0.01718 -0.01572 -0.01422 -0.01271 -0.01118 -0.00965 -0.00812 -0.00660 -0.00510 -0.00363 -0.00219 -0.00079 0.00056 0.00185 0.00308 0.00424 0.00532 0.00632 0.00722 0.00804 0.00876 0.00938 0.00989 0.01031 0.01061 0.01081 0.01091 0.01090 0.01080 0.01061 0.01032 0.00996 0.00953 0.00904 0.00850 0.00792 0.00732 0.00671 0.00610 0.00551 0.00496 0.00445 0.00402 0.00362 0.00362
-0.02474 -0.02474 -0.02530 -0.02584 -0.02642 -0.02701 -0.02761 -0.02821 -0.02879 -0.02935 -0.02987 -0.03035 -0.03077 -0.03114 -0.03143 -0.03165 -0.03179 -0.03184 -0.03181 -0.03169 -0.03148 -0.03118 -0.03079 -0.03031 -0.02974 -0.02908 -0.02833 -0.02750 -0.02660 -0.02561 -0.02456 -0.02343 -0.02225 -0.02101 -0.01971 -0.01837 -0.01699 -0.01558 -0.01414 -0.01268 -0.01121 -0.00973 -0.00825 -0.00679 -0.00534 -0.00391 -0.00252 -0.00117 0.00013 0.00138 0.00257 0.00369 0.00474 0.00571 0.00659 0.00738 0.00808 0.00869 0.00919 0.00960 0.00990 0.01010 0.01020 0.01021 0.01011 0.00993 0.00967 0.00932 0.00891 0.00844 0.00791 0.00734 0.00675 0.00613 0.00552 0.00491 0.00432 0.00376 0.00325 0.00274 0.00274
-0.02384 -0.02384 -0.02452 -0.02514 -0.02578 -0.02642 -0.02705 -0.02767 -0.02827 -0.02883 -0.02935 -0.02982 -0.03023 -0.03058 -0.03086 -0.03107 -0.03120 -0.03125 -0.03122 -0.03110 -0.03089 -0.03059 -0.03021 -0.02974 -0.02918 -0.02854 -0.02782 -0.02701 -0.02613 -0.02518 -0.02416 -0.02307 -0.02193 -0.02073 -0.01947 -0.01818 -0.01684 -0.01547 -0.01408 -0.01267 -0.01124 -0.00981 -0.00838 -0.00696 -0.00556 -0.00418 -0.00283 -0.00152 -0.00025 0.00097 0.00212 0.00321 0.00423 0.00517 0.00604 0.00681 0.00750 0.00809 0.00858 0.00898 0.00928 0.00948 0.00959 0.00960 0.00951 0.00934 0.00908 0.00875 0.00834 0.00788 0.00736 0.00679 0.00619 0.00556 0.00492 0.00428 0.00364 0.00302 0.00243 0.00180 0.00180
-0.02292 -0.02292 -0.02373 -0.02444 -0.02515 -0.02584 -0.02652 -0.02716 -0.02777 -0.02835 -0.02887 -0.02934 -0.02975 -0.03010 -0.03038 -0.03058 -0.03071 -0.03075 -0.03071 -0.03059 -0.03039 -0.03010 -0.02972 -0.02926 -0.02872 -0.02809 -0.02739 -0.02661 -0.02575 -0.02483 -0.02384 -0.02278 -0.02167 -0.02050 -0.01929 -0.01803 -0.01673 -0.01540 -0.01405 -0.01268 -0.01129 -0.00990 -0.00851 -0.00713 -0.00576 -0.00442 -0.00310 -0.00182 -0.00059 0.00060 0.00173 0.00279 0.00379 0.00471 0.00556 0.00632 0.00699 0.00757 0.00806 0.00845 0.00875 0.00895 0.00906 0.00907 0.00899 0.00882 0.00857 0.00824 0.00784 0.00737 0.00684 0.00627 0.00565 0.00500 0.00433 0.00365 0.00296 0.00226 0.00159 0.00084 0.00084
-0.02201 -0.02201 -0.02294 -0.02374 -0.02453 -0.02528 -0.02600 -0.02669 -0.02733 -0.02792 -0.02845 -0.02893 -0.02935 -0.02970 -0.02997 -0.03017 -0.03030 -0.03034 -0.03030 -0.03018 -0.02998 -0.02970 -0.02933 -0.02888 -0.02835 -0.02774 -0.02705 -0.02629 -0.02546 -0.02455 -0.02359 -0.02256 -0.02148 -0.02034 -0.01915 -0.01793 -0.01666 -0.01537 -0.01405 -0.01271 -0.01136 -0.01000 -0.00864 -0.00729 -0.00595 -0.00464 -0.00335 -0.00210 -0.00089 0.00027 0.00138 0.00243 0.00341 0.00432 0.00515 0.00590 0.00656 0.00714 0.00762 0.00801 0.00831 0.00851 0.00861 0.00862 0.00855 0.00838 0.00813 0.00779 0.00739 0.00691 0.00638 0.00579 0.00515 0.00447 0.00376 0.00302 0.00227 0.00150 0.00073 -0.00014 -0.00014
-0.02113 -0.02113 -0.02218 -0.02308 -0.02394 -0.02476 -0.02553 -0.02626 -0.02693 -0.02755 -0.02810 -0.02859 -0.02902 -0.02937 -0.02965 -0.02985 -0.02998 -0.03002 -0.02999 -0.02987 -0.02967 -0.02939 -0.02903 -0.02859 -0.02807 -0.02747 -0.02680 -0.02606 -0.02524 -0.02436 -0.02341 -0.02241 -0.02135 -0.02023 -0.01908 -0.01788 -0.01664 -0.01537 -0.01408 -0.01277 -0.01144 -0.01011 -0.00878 -0.00745 -0.00614 -0.00484 -0.00358 -0.00235 -0.00115 -0.00001 0.00109 0.00212 0.00309 0.00399 0.00481 0.00555 0.00621 0.00678 0.00726 0.00765 0.00794 0.00814 0.00825 0.00826 0.00818 0.00801 0.00775 0.00742 0.00700 0.00651 0.00596 0.00535 0.00468 0.00396 0.00321 0.00241 0.00159 0.00074 -0.00012 -0.00111 -0.00111
-0.02029 -0.02029 -0.02147 -0.02246 -0.02340 -0.02429 -0.02512 -0.02589 -0.02659 -0.02724 -0.02782 -0.02832 -0.02876 -0.02912 -0.02941 -0.02962 -0.02975 -0.02980 -0.02977 -0.02965 -0.02946 -0.02918 -0.02883 -0.02840 -0.02788 -0.02730 -0.02664 -0.02591 -0.02511 -0.02424 -0.02331 -0.02232 -0.02128 -0.02019 -0.01905 -0.01787 -0.01666 -0.01541 -0.01414 -0.01285 -0.01154 -0.01023 -0.00892 -0.00761 -0.00631 -0.00504 -0.00379 -0.00257 -0.00139 -0.00025 0.00083 0.00186 0.00282 0.00371 0.00453 0.00527 0.00593 0.00650 0.00698 0.00736 0.00766 0.00786 0.00796 0.00797 0.00789 0.00772 0.00745 0.00711 0.00668 0.00617 0.00560 0.00495 0.00425 0.00349 0.00269 0.00183 0.00094 0.00001 -0.00094 -0.00205 -0.00205
