0.00000 0.00004 0.00013 0.00022 0.00032 0.00043 0.00055 0.00069 0.00084 0.00102 0.00121 0.00144 0.00168 0.00196 0.00225 0.00255 0.00287 0.00317 0.00345 0.00369 0.00387 0.00397 0.00398 0.00389 0.00370 0.00342 0.00306 0.00263 0.00215 0.00162 0.00106 0.00048
0.00000 -0.00316 -0.00172 -0.00012 0.00167 0.00371 0.00607 0.00881 0.01198 0.01566 0.01989 0.02470 0.03013 0.03613 0.04265 0.04955 0.05662 0.06358 0.07008 0.07569 0.07998 0.08255 0.08308 0.08137 0.07740 0.07130 0.06333 0.05382 0.04313 0.03158 0.01945 0.00702
0.00000 -0.00302 -0.00172 -0.00023 0.00148 0.00347 0.00578 0.00850 0.01170 0.01543 0.01978 0.02478 0.03048 0.03687 0.04389 0.05143 0.05926 0.06710 0.07452 0.08104 0.08613 0.08930 0.09013 0.08838 0.08403 0.07726 0.06841 0.05792 0.04622 0.03371 0.02073 0.00762
0.00000 -0.00303 -0.00183 -0.00048 0.00108 0.00291 0.00506 0.00762 0.01066 0.01426 0.01850 0.02346 0.02920 0.03576 0.04311 0.05117 0.05975 0.06853 0.07705 0.08473 0.09093 0.09498 0.09632 0.09464 0.08990 0.08241 0.07264 0.06117 0.04858 0.03534 0.02178 0.00819
0.00000 -0.00314 -0.00210 -0.00093 0.00043 0.00204 0.00396 0.00628 0.00908 0.01246 0.01652 0.02137 0.02712 0.03386 0.04163 0.05040 0.06002 0.07018 0.08037 0.08987 0.09782 0.10329 0.10547 0.10387 0.09848 0.08977 0.07850 0.06552 0.05159 0.03727 0.02291 0.00870
0.00000 -0.00332 -0.00250 -0.00157 -0.00047 0.00085 0.00247 0.00447 0.00693 0.00998 0.01375 0.01838 0.02405 0.03093 0.03914 0.04878 0.05976 0.07182 0.08439 0.09658 0.10719 0.11490 0.11840 0.11689 0.11039 0.09970 0.08608 0.07083 0.05499 0.03925 0.02393 0.00911
0.00000 -0.00356 -0.00301 -0.00238 -0.00160 -0.00063 0.00061 0.00218 0.00420 0.00679 0.01011 0.01437 0.01979 0.02666 0.03525 0.04581 0.05843 0.07296 0.08881 0.10485 0.11948 0.13072 0.13633 0.13490 0.12648 0.11254 0.09530 0.07672 0.05828 0.04080 0.02451 0.00925
0.00000 -0.00384 -0.00361 -0.00332 -0.00292 -0.00237 -0.00160 -0.00055 0.00090 0.00287 0.00555 0.00918 0.01409 0.02068 0.02940 0.04078 0.05521 0.07279 0.09303 0.11454 0.13517 0.15216 0.16132 0.15991 0.14810 0.12869 0.10586 0.08248 0.06061 0.04116 0.02410 0.00887
0.00000 -0.00415 -0.00428 -0.00437 -0.00439 -0.00432 -0.00410 -0.00366 -0.00293 -0.00176 0.00003 0.00273 0.00672 0.01255 0.02092 0.03270 0.04883 0.06998 0.09598 0.12514 0.15447 0.18139 0.19677 0.19524 0.17727 0.14825 0.11696 0.08672 0.06051 0.03913 0.02192 0.00760
0.00000 -0.00448 -0.00499 -0.00549 -0.00597 -0.00641 -0.00680 -0.00708 -0.00719 -0.00702 -0.00639 -0.00501 -0.00247 0.00189 0.00902 0.02029 0.03745 0.06233 0.09576 0.13547 0.17592 0.22007 0.24596 0.24426 0.21602 0.16989 0.12697 0.08694 0.05559 0.03295 0.01687 0.00495
0.00000 -0.00482 -0.00571 -0.00662 -0.00757 -0.00857 -0.00960 -0.01067 -0.01174 -0.01274 -0.01354 -0.01392 -0.01348 -0.01155 -0.00701 0.00199 0.01835 0.04613 0.08900 0.14261 0.18706 0.24142 0.26968 0.27053 0.24309 0.18338 0.13279 0.07837 0.04194 0.02020 0.00771 0.00043
0.00000 -0.00514 -0.00640 -0.00772 -0.00914 -0.01068 -0.01238 -0.01426 -0.01636 -0.01865 -0.02112 -0.02364 -0.02596 -0.02758 -0.02748 -0.02367 -0.01217 0.01449 0.06569 0.12134 0.11449 0.04221 -0.01147 -0.00569 0.05439 0.12080 0.11515 0.04921 0.01346 -0.00179 -0.00664 -0.00632
0.00000 -0.00543 -0.00703 -0.00873 -0.01057 -0.01263 -0.01497 -0.01765 -0.02077 -0.02440 -0.02864 -0.03355 -0.03915 -0.04533 -0.05167 -0.05700 -0.05808 -0.04691 -0.02102 -0.07491 -0.16580 -0.26804 -0.32633 -0.32192 -0.25632 -0.14737 -0.06643 -0.03568 -0.03684 -0.03423 -0.02616 -0.01515
0.00000 -0.00568 -0.00757 -0.00958 -0.01180 -0.01431 -0.01720 -0.02060 -0.02466 -0.02954 -0.03548 -0.04277 -0.05175 -0.06290 -0.07687 -0.09462 -0.11804 -0.15182 -0.21121 -0.32016 -0.38309 -0.38257 -0.36962 -0.36750 -0.37139 -0.34632 -0.23805 -0.11397 -0.09312 -0.07221 -0.04868 -0.02513
0.00000 -0.00587 -0.00797 -0.01024 -0.01274 -0.01560 -0.01894 -0.02291 -0.02771 -0.03362 -0.04099 -0.05028 -0.06218 -0.07766 -0.09826 -0.12659 -0.16790 -0.23333 -0.33206 -0.38029 -0.38505 -0.38175 -0.37473 -0.37203 -0.37110 -0.35766 -0.31520 -0.23111 -0.16529 -0.11363 -0.07130 -0.03479
0.00000 -0.00599 -0.00823 -0.01065 -0.01334 -0.01642 -0.02003 -0.02437 -0.02967 -0.03625 -0.04455 -0.05518 -0.06901 -0.08730 -0.11190 -0.14553 -0.19197 -0.25507 -0.32788 -0.36086 -0.37265 -0.37558 -0.37431 -0.37311 -0.37279 -0.37305 -0.37701 -0.33381 -0.22473 -0.14579 -0.08824 -0.04188
0.00000 -0.00603 -0.00832 -0.01079 -0.01354 -0.01669 -0.02041 -0.02487 -0.03034 -0.03716 -0.04579 -0.05689 -0.07139 -0.09063 -0.11652 -0.15162 -0.19890 -0.25964 -0.32408 -0.35380 -0.36811 -0.37327 -0.37378 -0.37324 -0.37296 -0.37291 -0.37071 -0.33471 -0.23684 -0.15571 -0.09411 -0.04441
0.00000 -0.00599 -0.00823 -0.01065 -0.01334 -0.01642 -0.02003 -0.02437 -0.02967 -0.03625 -0.04455 -0.05518 -0.06901 -0.08730 -0.11190 -0.14552 -0.19197 -0.25507 -0.32788 -0.36086 -0.37265 -0.37558 -0.37431 -0.37311 -0.37279 -0.37305 -0.37701 -0.33382 -0.22473 -0.14579 -0.08824 -0.04188
0.00000 -0.00587 -0.00797 -0.01024 -0.01274 -0.01560 -0.01893 -0.02290 -0.02771 -0.03362 -0.04098 -0.05027 -0.06217 -0.07765 -0.09825 -0.12658 -0.16788 -0.23332 -0.33205 -0.38028 -0.38504 -0.38174 -0.37472 -0.37203 -0.37109 -0.35765 -0.31520 -0.23111 -0.16528 -0.11363 -0.07130 -0.03479
0.00000 -0.00568 -0.00756 -0.00958 -0.01180 -0.01431 -0.01720 -0.02060 -0.02465 -0.02954 -0.03548 -0.04276 -0.05174 -0.06289 -0.07685 -0.09461 -0.11802 -0.15180 -0.21119 -0.32015 -0.38308 -0.38256 -0.36962 -0.36750 -0.37139 -0.34631 -0.23805 -0.11397 -0.09311 -0.07221 -0.04868 -0.02513
