0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00002 0.00005 0.00007 0.00007 0.00003 -0.00003 -0.00013 -0.00027 -0.00043 -0.00063 -0.00085 -0.00110 -0.00136 -0.00165 -0.00196 -0.00228 -0.00260 -0.00294 -0.00328 -0.00363 -0.00397 -0.00431 -0.00465 -0.00498 -0.00531 -0.00562 -0.00592 -0.00620 -0.00647 -0.00673 -0.00696 -0.00717 -0.00736 -0.00753 -0.00768 -0.00780 -0.00790 -0.00797 -0.00802 -0.00804 -0.00803 -0.00800 -0.00794 -0.00785 -0.00774 -0.00760 -0.00743 -0.00724 -0.00703 -0.00680 -0.00654 -0.00627 -0.00598 -0.00567 -0.00535 -0.00501 -0.00467 -0.00432 -0.00396 -0.00360 -0.00325 -0.00289 -0.00255 -0.00221 -0.00189 -0.00158 -0.00129 -0.00102 -0.00077 -0.00055 -0.00037 -0.00021 -0.00009 0.00000 0.00006 0.00008 0.00008 0.00006 0.00003 0.00000
0.00000 0.00003 0.00005 0.00005 0.00001 -0.00008 -0.00023 -0.00044 -0.00071 -0.00104 -0.00142 -0.00186 -0.00234 -0.00285 -0.00341 -0.00399 -0.00460 -0.00523 -0.00588 -0.00653 -0.00719 -0.00785 -0.00850 -0.00915 -0.00978 -0.01040 -0.01100 -0.01157 -0.01212 -0.01263 -0.01311 -0.01356 -0.01397 -0.01434 -0.01466 -0.01494 -0.01517 -0.01536 -0.01550 -0.01558 -0.01562 -0.01561 -0.01554 -0.01542 -0.01526 -0.01504 -0.01477 -0.01446 -0.01409 -0.01369 -0.01324 -0.01275 -0.01223 -0.01167 -0.01108 -0.01047 -0.00983 -0.00918 -0.00851 -0.00783 -0.00715 -0.00647 -0.00579 -0.00513 -0.00448 -0.00386 -0.00327 -0.00271 -0.00219 -0.00172 -0.00129 -0.00092 -0.00061 -0.00036 -0.00016 -0.00003 0.00004 0.00007 0.00006 0.00003 0.00000
0.00000 0.00001 0.00001 -0.00003 -0.00013 -0.00030 -0.00055 -0.00088 -0.00129 -0.00178 -0.00235 -0.00298 -0.00368 -0.00443 -0.00524 -0.00608 -0.00696 -0.00787 -0.00880 -0.00974 -0.01069 -0.01164 -0.01258 -0.01351 -0.01442 -0.01531 -0.01616 -0.01699 -0.01777 -0.01851 -0.01920 -0.01985 -0.02043 -0.02096 -0.02143 -0.02183 -0.02216 -0.02243 -0.02262 -0.02275 -0.02280 -0.02278 -0.02268 -0.02251 -0.02227 -0.02196 -0.02157 -0.02112 -0.02060 -0.02002 -0.01937 -0.01867 -0.01792 -0.01712 -0.01628 -0.01539 -0.01448 -0.01354 -0.01258 -0.01160 -0.01062 -0.00965 -0.00868 -0.00773 -0.00680 -0.00590 -0.00505 -0.00424 -0.00348 -0.00279 -0.00217 -0.00162 -0.00115 -0.00076 -0.00045 -0.00022 -0.00007 0.00001 0.00003 0.00002 0.00000
0.00000 -0.00001 -0.00004 -0.00014 -0.00032 -0.00058 -0.00094 -0.00140 -0.00196 -0.00262 -0.00336 -0.00419 -0.00510 -0.00608 -0.00711 -0.00820 -0.00934 -0.01050 -0.01169 -0.01290 -0.01412 -0.01533 -0.01654 -0.01773 -0.01890 -0.02003 -0.02113 -0.02219 -0.02319 -0.02414 -0.02502 -0.02584 -0.02659 -0.02727 -0.02786 -0.02838 -0.02880 -0.02914 -0.02939 -0.02955 -0.02961 -0.02958 -0.02946 -0.02924 -0.02893 -0.02853 -0.02804 -0.02746 -0.02679 -0.02605 -0.02523 -0.02433 -0.02337 -0.02235 -0.02127 -0.02014 -0.01897 -0.01777 -0.01654 -0.01529 -0.01404 -0.01279 -0.01155 -0.01033 -0.00913 -0.00798 -0.00688 -0.00584 -0.00486 -0.00396 -0.00314 -0.00241 -0.00178 -0.00125 -0.00082 -0.00049 -0.00025 -0.00010 -0.00002 -0.00000 0.00000
0.00000 -0.00004 -0.00011 -0.00028 -0.00054 -0.00091 -0.00139 -0.00198 -0.00269 -0.00351 -0.00444 -0.00546 -0.00657 -0.00776 -0.00902 -0.01034 -0.01171 -0.01312 -0.01456 -0.01602 -0.01748 -0.01895 -0.02040 -0.02183 -0.02324 -0.02460 -0.02592 -0.02719 -0.02840 -0.02954 -0.03060 -0.03159 -0.03249 -0.03330 -0.03401 -0.03463 -0.03514 -0.03554 -0.03584 -0.03603 -0.03611 -0.03607 -0.03592 -0.03566 -0.03529 -0.03480 -0.03421 -0.03351 -0.03272 -0.03182 -0.03083 -0.02976 -0.02860 -0.02737 -0.02608 -0.02472 -0.02332 -0.02187 -0.02040 -0.01890 -0.01739 -0.01589 -0.01439 -0.01292 -0.01148 -0.01009 -0.00875 -0.00748 -0.00629 -0.00519 -0.00418 -0.00327 -0.00248 -0.00180 -0.00124 -0.00079 -0.00046 -0.00023 -0.00009 -0.00003 0.00000
0.00000 -0.00007 -0.00019 -0.00043 -0.00078 -0.00126 -0.00186 -0.00260 -0.00346 -0.00445 -0.00555 -0.00676 -0.00807 -0.00946 -0.01094 -0.01248 -0.01408 -0.01572 -0.01739 -0.01908 -0.02078 -0.02248 -0.02416 -0.02582 -0.02745 -0.02903 -0.03055 -0.03202 -0.03341 -0.03473 -0.03596 -0.03710 -0.03814 -0.03907 -0.03990 -0.04061 -0.04120 -0.04167 -0.04201 -0.04223 -0.04231 -0.04227 -0.04210 -0.04180 -0.04136 -0.04080 -0.04012 -0.03932 -0.03840 -0.03736 -0.03622 -0.03498 -0.03365 -0.03223 -0.03073 -0.02916 -0.02754 -0.02587 -0.02416 -0.02243 -0.02069 -0.01894 -0.01721 -0.01550 -0.01382 -0.01220 -0.01064 -0.00915 -0.00776 -0.00645 -0.00526 -0.00418 -0.00322 -0.00239 -0.00169 -0.00113 -0.00069 -0.00037 -0.00016 -0.00006 0.00000
0.00000 -0.00010 -0.00027 -0.00058 -0.00103 -0.00162 -0.00235 -0.00323 -0.00425 -0.00540 -0.00668 -0.00808 -0.00958 -0.01118 -0.01286 -0.01461 -0.01643 -0.01829 -0.02018 -0.02209 -0.02402 -0.02593 -0.02783 -0.02970 -0.03153 -0.03332 -0.03504 -0.03669 -0.03826 -0.03974 -0.04113 -0.04241 -0.04358 -0.04463 -0.04555 -0.04635 -0.04702 -0.04754 -0.04793 -0.04817 -0.04827 -0.04822 -0.04803 -0.04768 -0.04720 -0.04657 -0.04580 -0.04490 -0.04386 -0.04270 -0.04141 -0.04002 -0.03852 -0.03692 -0.03524 -0.03348 -0.03165 -0.02977 -0.02784 -0.02589 -0.02392 -0.02195 -0.01999 -0.01805 -0.01616 -0.01431 -0.01254 -0.01084 -0.00924 -0.00774 -0.00636 -0.00511 -0.00399 -0.00301 -0.00217 -0.00147 -0.00093 -0.00052 -0.00024 -0.00009 0.00000
0.00000 -0.00013 -0.00035 -0.00074 -0.00128 -0.00199 -0.00285 -0.00387 -0.00505 -0.00636 -0.00782 -0.00940 -0.01109 -0.01289 -0.01477 -0.01673 -0.01875 -0.02082 -0.02293 -0.02505 -0.02718 -0.02931 -0.03141 -0.03348 -0.03551 -0.03748 -0.03939 -0.04121 -0.04295 -0.04458 -0.04611 -0.04753 -0.04882 -0.04998 -0.05100 -0.05188 -0.05262 -0.05320 -0.05363 -0.05389 -0.05400 -0.05395 -0.05373 -0.05336 -0.05282 -0.05213 -0.05128 -0.05028 -0.04914 -0.04786 -0.04644 -0.04490 -0.04324 -0.04148 -0.03962 -0.03767 -0.03565 -0.03357 -0.03145 -0.02928 -0.02710 -0.02491 -0.02274 -0.02058 -0.01847 -0.01642 -0.01443 -0.01253 -0.01073 -0.00904 -0.00748 -0.00605 -0.00476 -0.00363 -0.00265 -0.00183 -0.00117 -0.00067 -0.00032 -0.00012 0.00000
0.00000 -0.00017 -0.00043 -0.00089 -0.00153 -0.00235 -0.00335 -0.00451 -0.00584 -0.00733 -0.00895 -0.01071 -0.01259 -0.01458 -0.01666 -0.01882 -0.02105 -0.02332 -0.02563 -0.02796 -0.03029 -0.03261 -0.03491 -0.03717 -0.03939 -0.04154 -0.04361 -0.04560 -0.04749 -0.04928 -0.05095 -0.05249 -0.05389 -0.05516 -0.05627 -0.05723 -0.05803 -0.05866 -0.05913 -0.05942 -0.05954 -0.05948 -0.05924 -0.05884 -0.05825 -0.05750 -0.05658 -0.05549 -0.05425 -0.05286 -0.05132 -0.04964 -0.04784 -0.04592 -0.04389 -0.04177 -0.03957 -0.03730 -0.03498 -0.03262 -0.03023 -0.02784 -0.02545 -0.02309 -0.02077 -0.01851 -0.01632 -0.01422 -0.01223 -0.01035 -0.00860 -0.00700 -0.00554 -0.00425 -0.00313 -0.00218 -0.00141 -0.00082 -0.00039 -0.00015 0.00000
